state,district,block,year,recharge_mm,extraction_mcm,stage_percent,category
Gujarat,Surat,Block-1,2022,113,85,75.22,Semi-Critical
Gujarat,Surat,Block-2,2022,134,131,97.76,Critical
Gujarat,Surat,Block-3,2022,182,186,102.2,Over-Exploited
Gujarat,Rajkot,Block-1,2000,189,148,78.31,Semi-Critical
Gujarat,Rajkot,Block-2,2000,133,189,142.11,Over-Exploited
Gujarat,Rajkot,Block-3,2000,138,203,147.1,Over-Exploited
Gujarat,Rajkot,Block-1,2001,226,237,104.87,Over-Exploited
Gujarat,Rajkot,Block-2,2001,203,222,109.36,Over-Exploited
Gujarat,Rajkot,Block-3,2001,199,235,118.09,Over-Exploited
Gujarat,Rajkot,Block-1,2002,184,190,103.26,Over-Exploited
Gujarat,Rajkot,Block-2,2002,186,213,114.52,Over-Exploited
Gujarat,Rajkot,Block-3,2002,214,236,110.28,Over-Exploited
Gujarat,Rajkot,Block-1,2003,170,160,94.12,Critical
Gujarat,Rajkot,Block-2,2003,208,91,43.75,Safe
Gujarat,Rajkot,Block-3,2003,228,88,38.6,Safe
Gujarat,Rajkot,Block-1,2004,129,116,89.92,Semi-Critical
Gujarat,Rajkot,Block-2,2004,176,252,143.18,Over-Exploited
Gujarat,Rajkot,Block-3,2004,110,92,83.64,Semi-Critical
Gujarat,Rajkot,Block-1,2005,117,122,104.27,Over-Exploited
Gujarat,Rajkot,Block-2,2005,160,106,66.25,Safe
Gujarat,Rajkot,Block-3,2005,152,242,159.21,Over-Exploited
Gujarat,Rajkot,Block-1,2006,151,207,137.09,Over-Exploited
Gujarat,Rajkot,Block-2,2006,241,108,44.81,Safe
Gujarat,Rajkot,Block-3,2006,108,85,78.7,Semi-Critical
Gujarat,Rajkot,Block-1,2007,165,180,109.09,Over-Exploited
Gujarat,Rajkot,Block-2,2007,248,153,61.69,Safe
Gujarat,Rajkot,Block-3,2007,216,126,58.33,Safe
Gujarat,Rajkot,Block-1,2008,154,230,149.35,Over-Exploited
Gujarat,Rajkot,Block-2,2008,125,199,159.2,Over-Exploited
Gujarat,Rajkot,Block-3,2008,124,87,70.16,Semi-Critical
Gujarat,Rajkot,Block-1,2009,112,141,125.89,Over-Exploited
Gujarat,Rajkot,Block-2,2009,161,238,147.83,Over-Exploited
Gujarat,Rajkot,Block-3,2009,224,185,82.59,Semi-Critical
Gujarat,Rajkot,Block-1,2010,166,104,62.65,Safe
Gujarat,Rajkot,Block-2,2010,163,101,61.96,Safe
Gujarat,Rajkot,Block-3,2010,150,194,129.33,Over-Exploited
Gujarat,Rajkot,Block-1,2011,237,242,102.11,Over-Exploited
Gujarat,Rajkot,Block-2,2011,193,81,41.97,Safe
Gujarat,Rajkot,Block-3,2011,243,241,99.18,Critical
Gujarat,Rajkot,Block-1,2012,105,81,77.14,Semi-Critical
Gujarat,Rajkot,Block-2,2012,201,187,93.03,Critical
Gujarat,Rajkot,Block-3,2012,140,115,82.14,Semi-Critical
Gujarat,Rajkot,Block-1,2013,203,247,121.67,Over-Exploited
Gujarat,Rajkot,Block-2,2013,128,260,203.12,Over-Exploited
Gujarat,Rajkot,Block-3,2013,195,260,133.33,Over-Exploited
Gujarat,Rajkot,Block-1,2014,228,106,46.49,Safe
Gujarat,Rajkot,Block-2,2014,238,169,71.01,Semi-Critical
Gujarat,Rajkot,Block-3,2014,163,82,50.31,Safe
Gujarat,Rajkot,Block-1,2015,218,199,91.28,Critical
Gujarat,Rajkot,Block-2,2015,213,192,90.14,Critical
Gujarat,Rajkot,Block-3,2015,225,123,54.67,Safe
Gujarat,Rajkot,Block-1,2016,182,104,57.14,Safe
Gujarat,Rajkot,Block-2,2016,122,166,136.07,Over-Exploited
Gujarat,Rajkot,Block-3,2016,176,222,126.14,Over-Exploited
Gujarat,Rajkot,Block-1,2017,216,221,102.31,Over-Exploited
Gujarat,Rajkot,Block-2,2017,165,127,76.97,Semi-Critical
Gujarat,Rajkot,Block-3,2017,109,262,240.37,Over-Exploited
Gujarat,Rajkot,Block-1,2018,229,185,80.79,Semi-Critical
Gujarat,Rajkot,Block-2,2018,121,251,207.44,Over-Exploited
Gujarat,Rajkot,Block-3,2018,177,101,57.06,Safe
Gujarat,Rajkot,Block-1,2019,207,176,85.02,Semi-Critical
Gujarat,Rajkot,Block-2,2019,239,121,50.63,Safe
Gujarat,Rajkot,Block-3,2019,107,162,151.4,Over-Exploited
Gujarat,Rajkot,Block-1,2020,160,187,116.88,Over-Exploited
Gujarat,Rajkot,Block-2,2020,231,99,42.86,Safe
Gujarat,Rajkot,Block-3,2020,159,189,118.87,Over-Exploited
Gujarat,Rajkot,Block-1,2021,151,155,102.65,Over-Exploited
Gujarat,Rajkot,Block-2,2021,129,197,152.71,Over-Exploited
Gujarat,Rajkot,Block-3,2021,180,218,121.11,Over-Exploited
Gujarat,Rajkot,Block-1,2022,125,173,138.4,Over-Exploited
Gujarat,Rajkot,Block-2,2022,178,189,106.18,Over-Exploited
Gujarat,Rajkot,Block-3,2022,214,222,103.74,Over-Exploited
Gujarat,Vadodara,Block-1,2000,216,92,42.59,Safe
Gujarat,Vadodara,Block-2,2000,191,270,141.36,Over-Exploited
Gujarat,Vadodara,Block-3,2000,170,235,138.24,Over-Exploited
Gujarat,Vadodara,Block-1,2001,166,234,140.96,Over-Exploited
Gujarat,Vadodara,Block-2,2001,118,214,181.36,Over-Exploited
Gujarat,Vadodara,Block-3,2001,162,127,78.4,Semi-Critical
Gujarat,Vadodara,Block-1,2002,150,254,169.33,Over-Exploited
Gujarat,Vadodara,Block-2,2002,130,145,111.54,Over-Exploited
Gujarat,Vadodara,Block-3,2002,209,84,40.19,Safe
Gujarat,Vadodara,Block-1,2003,224,208,92.86,Critical
Gujarat,Vadodara,Block-2,2003,105,219,208.57,Over-Exploited
Gujarat,Vadodara,Block-3,2003,235,167,71.06,Semi-Critical
Gujarat,Vadodara,Block-1,2004,248,138,55.65,Safe
Gujarat,Vadodara,Block-2,2004,141,87,61.7,Safe
Gujarat,Vadodara,Block-3,2004,118,194,164.41,Over-Exploited
Gujarat,Vadodara,Block-1,2005,109,267,244.95,Over-Exploited
Gujarat,Vadodara,Block-2,2005,139,258,185.61,Over-Exploited
Gujarat,Vadodara,Block-3,2005,102,187,183.33,Over-Exploited
Gujarat,Vadodara,Block-1,2006,152,211,138.82,Over-Exploited
Gujarat,Vadodara,Block-2,2006,216,81,37.5,Safe
Gujarat,Vadodara,Block-3,2006,183,209,114.21,Over-Exploited
Gujarat,Vadodara,Block-1,2007,214,188,87.85,Semi-Critical
Gujarat,Vadodara,Block-2,2007,198,151,76.26,Semi-Critical
Gujarat,Vadodara,Block-3,2007,235,147,62.55,Safe
Gujarat,Vadodara,Block-1,2008,161,228,141.61,Over-Exploited
Gujarat,Vadodara,Block-2,2008,170,177,104.12,Over-Exploited
Gujarat,Vadodara,Block-3,2008,166,183,110.24,Over-Exploited
Gujarat,Vadodara,Block-1,2009,136,125,91.91,Critical
Gujarat,Vadodara,Block-2,2009,212,108,50.94,Safe
Gujarat,Vadodara,Block-3,2009,134,170,126.87,Over-Exploited
Gujarat,Vadodara,Block-1,2010,149,258,173.15,Over-Exploited
Gujarat,Vadodara,Block-2,2010,190,210,110.53,Over-Exploited
Gujarat,Vadodara,Block-3,2010,179,254,141.9,Over-Exploited
Gujarat,Vadodara,Block-1,2011,212,237,111.79,Over-Exploited
Gujarat,Vadodara,Block-2,2011,160,195,121.88,Over-Exploited
Gujarat,Vadodara,Block-3,2011,244,235,96.31,Critical
Gujarat,Vadodara,Block-1,2012,216,84,38.89,Safe
Gujarat,Vadodara,Block-2,2012,116,117,100.86,Over-Exploited
Gujarat,Vadodara,Block-3,2012,144,239,165.97,Over-Exploited
Gujarat,Vadodara,Block-1,2013,165,112,67.88,Safe
Gujarat,Vadodara,Block-2,2013,125,157,125.6,Over-Exploited
Gujarat,Vadodara,Block-3,2013,223,159,71.3,Semi-Critical
Gujarat,Vadodara,Block-1,2014,207,147,71.01,Semi-Critical
Gujarat,Vadodara,Block-2,2014,210,242,115.24,Over-Exploited
Gujarat,Vadodara,Block-3,2014,227,165,72.69,Semi-Critical
Gujarat,Vadodara,Block-1,2015,169,180,106.51,Over-Exploited
Gujarat,Vadodara,Block-2,2015,165,191,115.76,Over-Exploited
Gujarat,Vadodara,Block-3,2015,135,186,137.78,Over-Exploited
Gujarat,Vadodara,Block-1,2016,101,134,132.67,Over-Exploited
Gujarat,Vadodara,Block-2,2016,241,261,108.3,Over-Exploited
Gujarat,Vadodara,Block-3,2016,163,157,96.32,Critical
Gujarat,Vadodara,Block-1,2017,140,133,95.0,Critical
Gujarat,Vadodara,Block-2,2017,213,254,119.25,Over-Exploited
Gujarat,Vadodara,Block-3,2017,191,180,94.24,Critical
Gujarat,Vadodara,Block-1,2018,247,257,104.05,Over-Exploited
Gujarat,Vadodara,Block-2,2018,156,230,147.44,Over-Exploited
Gujarat,Vadodara,Block-3,2018,219,189,86.3,Semi-Critical
Gujarat,Vadodara,Block-1,2019,240,227,94.58,Critical
Gujarat,Vadodara,Block-2,2019,111,185,166.67,Over-Exploited
Gujarat,Vadodara,Block-3,2019,193,122,63.21,Safe
Gujarat,Vadodara,Block-1,2020,113,208,184.07,Over-Exploited
Gujarat,Vadodara,Block-2,2020,167,121,72.46,Semi-Critical
Gujarat,Vadodara,Block-3,2020,180,107,59.44,Safe
Gujarat,Vadodara,Block-1,2021,176,126,71.59,Semi-Critical
Gujarat,Vadodara,Block-2,2021,115,197,171.3,Over-Exploited
Gujarat,Vadodara,Block-3,2021,121,217,179.34,Over-Exploited
Gujarat,Vadodara,Block-1,2022,116,81,69.83,Safe
Gujarat,Vadodara,Block-2,2022,173,205,118.5,Over-Exploited
Gujarat,Vadodara,Block-3,2022,236,192,81.36,Semi-Critical
Haryana,Gurgaon,Block-1,2000,158,88,55.7,Safe
Haryana,Gurgaon,Block-2,2000,196,203,103.57,Over-Exploited
Haryana,Gurgaon,Block-3,2000,154,155,100.65,Over-Exploited
Haryana,Gurgaon,Block-1,2001,143,180,125.87,Over-Exploited
Haryana,Gurgaon,Block-2,2001,183,267,145.9,Over-Exploited
Haryana,Gurgaon,Block-3,2001,231,224,96.97,Critical
Haryana,Gurgaon,Block-1,2002,221,207,93.67,Critical
Haryana,Gurgaon,Block-2,2002,187,193,103.21,Over-Exploited
Haryana,Gurgaon,Block-3,2002,234,178,76.07,Semi-Critical
Haryana,Gurgaon,Block-1,2003,235,142,60.43,Safe
Haryana,Gurgaon,Block-2,2003,148,204,137.84,Over-Exploited
Haryana,Gurgaon,Block-3,2003,103,136,132.04,Over-Exploited
Haryana,Gurgaon,Block-1,2004,181,270,149.17,Over-Exploited
Haryana,Gurgaon,Block-2,2004,137,202,147.45,Over-Exploited
Haryana,Gurgaon,Block-3,2004,116,219,188.79,Over-Exploited
Haryana,Gurgaon,Block-1,2005,127,255,200.79,Over-Exploited
Haryana,Gurgaon,Block-2,2005,208,237,113.94,Over-Exploited
Haryana,Gurgaon,Block-3,2005,131,181,138.17,Over-Exploited
Haryana,Gurgaon,Block-1,2006,234,180,76.92,Semi-Critical
Haryana,Gurgaon,Block-2,2006,244,164,67.21,Safe
Haryana,Gurgaon,Block-3,2006,188,161,85.64,Semi-Critical
Haryana,Gurgaon,Block-1,2007,114,181,158.77,Over-Exploited
Haryana,Gurgaon,Block-2,2007,119,107,89.92,Semi-Critical
Haryana,Gurgaon,Block-3,2007,151,85,56.29,Safe
Haryana,Gurgaon,Block-1,2008,129,266,206.2,Over-Exploited
Haryana,Gurgaon,Block-2,2008,161,111,68.94,Safe
Haryana,Gurgaon,Block-3,2008,188,81,43.09,Safe
Haryana,Gurgaon,Block-1,2009,148,123,83.11,Semi-Critical
Haryana,Gurgaon,Block-2,2009,145,148,102.07,Over-Exploited
Haryana,Gurgaon,Block-3,2009,145,193,133.1,Over-Exploited
Haryana,Gurgaon,Block-1,2010,183,80,43.72,Safe
Haryana,Gurgaon,Block-2,2010,192,168,87.5,Semi-Critical
Haryana,Gurgaon,Block-3,2010,129,162,125.58,Over-Exploited
Haryana,Gurgaon,Block-1,2011,115,242,210.43,Over-Exploited
Haryana,Gurgaon,Block-2,2011,102,235,230.39,Over-Exploited
Haryana,Gurgaon,Block-3,2011,198,260,131.31,Over-Exploited
Haryana,Gurgaon,Block-1,2012,212,186,87.74,Semi-Critical
Haryana,Gurgaon,Block-2,2012,174,174,100.0,Critical
Haryana,Gurgaon,Block-3,2012,185,225,121.62,Over-Exploited
Haryana,Gurgaon,Block-1,2013,206,149,72.33,Semi-Critical
Haryana,Gurgaon,Block-2,2013,226,156,69.03,Safe
Haryana,Gurgaon,Block-3,2013,233,95,40.77,Safe
Haryana,Gurgaon,Block-1,2014,202,259,128.22,Over-Exploited
Haryana,Gurgaon,Block-2,2014,139,169,121.58,Over-Exploited
Haryana,Gurgaon,Block-3,2014,233,108,46.35,Safe
Haryana,Gurgaon,Block-1,2015,201,159,79.1,Semi-Critical
Haryana,Gurgaon,Block-2,2015,103,218,211.65,Over-Exploited
Haryana,Gurgaon,Block-3,2015,173,126,72.83,Semi-Critical
Haryana,Gurgaon,Block-1,2016,237,218,91.98,Critical
Haryana,Gurgaon,Block-2,2016,140,236,168.57,Over-Exploited
Haryana,Gurgaon,Block-3,2016,202,267,132.18,Over-Exploited
Haryana,Gurgaon,Block-1,2017,128,165,128.91,Over-Exploited
Haryana,Gurgaon,Block-2,2017,175,212,121.14,Over-Exploited
Haryana,Gurgaon,Block-3,2017,120,152,126.67,Over-Exploited
Haryana,Gurgaon,Block-1,2018,176,171,97.16,Critical
Haryana,Gurgaon,Block-2,2018,205,267,130.24,Over-Exploited
Haryana,Gurgaon,Block-3,2018,130,216,166.15,Over-Exploited
Haryana,Gurgaon,Block-1,2019,242,129,53.31,Safe
Haryana,Gurgaon,Block-2,2019,164,222,135.37,Over-Exploited
Haryana,Gurgaon,Block-3,2019,223,217,97.31,Critical
Haryana,Gurgaon,Block-1,2020,223,257,115.25,Over-Exploited
Haryana,Gurgaon,Block-2,2020,144,239,165.97,Over-Exploited
Haryana,Gurgaon,Block-3,2020,127,98,77.17,Semi-Critical
Haryana,Gurgaon,Block-1,2021,137,123,89.78,Semi-Critical
Haryana,Gurgaon,Block-2,2021,207,172,83.09,Semi-Critical
Haryana,Gurgaon,Block-3,2021,148,212,143.24,Over-Exploited
Haryana,Gurgaon,Block-1,2022,122,177,145.08,Over-Exploited
Haryana,Gurgaon,Block-2,2022,203,206,101.48,Over-Exploited
Haryana,Gurgaon,Block-3,2022,113,144,127.43,Over-Exploited
Haryana,Hisar,Block-1,2000,176,104,59.09,Safe
Haryana,Hisar,Block-2,2000,167,183,109.58,Over-Exploited
Haryana,Hisar,Block-3,2000,175,189,108.0,Over-Exploited
Haryana,Hisar,Block-1,2001,227,201,88.55,Semi-Critical
Haryana,Hisar,Block-2,2001,203,119,58.62,Safe
Haryana,Hisar,Block-3,2001,185,231,124.86,Over-Exploited
Haryana,Hisar,Block-1,2002,232,225,96.98,Critical
Haryana,Hisar,Block-2,2002,223,121,54.26,Safe
Haryana,Hisar,Block-3,2002,240,224,93.33,Critical
Haryana,Hisar,Block-1,2003,121,93,76.86,Semi-Critical
Haryana,Hisar,Block-2,2003,139,267,192.09,Over-Exploited
Haryana,Hisar,Block-3,2003,128,143,111.72,Over-Exploited
Haryana,Hisar,Block-1,2004,153,182,118.95,Over-Exploited
Haryana,Hisar,Block-2,2004,244,154,63.11,Safe
Haryana,Hisar,Block-3,2004,202,156,77.23,Semi-Critical
Haryana,Hisar,Block-1,2005,126,157,124.6,Over-Exploited
Haryana,Hisar,Block-2,2005,155,172,110.97,Over-Exploited
Haryana,Hisar,Block-3,2005,159,83,52.2,Safe
Haryana,Hisar,Block-1,2006,125,102,81.6,Semi-Critical
Haryana,Hisar,Block-2,2006,110,221,200.91,Over-Exploited
Haryana,Hisar,Block-3,2006,114,93,81.58,Semi-Critical
Haryana,Hisar,Block-1,2007,134,175,130.6,Over-Exploited
Haryana,Hisar,Block-2,2007,161,116,72.05,Semi-Critical
Haryana,Hisar,Block-3,2007,105,92,87.62,Semi-Critical
Haryana,Hisar,Block-1,2008,240,120,50.0,Safe
Haryana,Hisar,Block-2,2008,250,91,36.4,Safe
Haryana,Hisar,Block-3,2008,200,264,132.0,Over-Exploited
Haryana,Hisar,Block-1,2009,144,114,79.17,Semi-Critical
Haryana,Hisar,Block-2,2009,126,209,165.87,Over-Exploited
Haryana,Hisar,Block-3,2009,157,176,112.1,Over-Exploited
Haryana,Hisar,Block-1,2010,195,226,115.9,Over-Exploited
Haryana,Hisar,Block-2,2010,156,244,156.41,Over-Exploited
Haryana,Hisar,Block-3,2010,222,177,79.73,Semi-Critical
Haryana,Hisar,Block-1,2011,107,270,252.34,Over-Exploited
Haryana,Hisar,Block-2,2011,244,135,55.33,Safe
Haryana,Hisar,Block-3,2011,103,228,221.36,Over-Exploited
Haryana,Hisar,Block-1,2012,115,155,134.78,Over-Exploited
Haryana,Hisar,Block-2,2012,162,144,88.89,Semi-Critical
Haryana,Hisar,Block-3,2012,176,102,57.95,Safe
Haryana,Hisar,Block-1,2013,207,147,71.01,Semi-Critical
Haryana,Hisar,Block-2,2013,228,178,78.07,Semi-Critical
Haryana,Hisar,Block-3,2013,246,195,79.27,Semi-Critical
Haryana,Hisar,Block-1,2014,146,265,181.51,Over-Exploited
Haryana,Hisar,Block-2,2014,249,123,49.4,Safe
Haryana,Hisar,Block-3,2014,212,123,58.02,Safe
Haryana,Hisar,Block-1,2015,170,88,51.76,Safe
Haryana,Hisar,Block-2,2015,137,165,120.44,Over-Exploited
Haryana,Hisar,Block-3,2015,155,245,158.06,Over-Exploited
Haryana,Hisar,Block-1,2016,149,246,165.1,Over-Exploited
Haryana,Hisar,Block-2,2016,140,221,157.86,Over-Exploited
Haryana,Hisar,Block-3,2016,114,215,188.6,Over-Exploited
Haryana,Hisar,Block-1,2017,130,200,153.85,Over-Exploited
Haryana,Hisar,Block-2,2017,172,127,73.84,Semi-Critical
Haryana,Hisar,Block-3,2017,222,244,109.91,Over-Exploited
Haryana,Hisar,Block-1,2018,143,233,162.94,Over-Exploited
Haryana,Hisar,Block-2,2018,167,186,111.38,Over-Exploited
Haryana,Hisar,Block-3,2018,118,233,197.46,Over-Exploited
Haryana,Hisar,Block-1,2019,116,226,194.83,Over-Exploited
Haryana,Hisar,Block-2,2019,133,144,108.27,Over-Exploited
Haryana,Hisar,Block-3,2019,192,178,92.71,Critical
Haryana,Hisar,Block-1,2020,231,80,34.63,Safe
Haryana,Hisar,Block-2,2020,163,175,107.36,Over-Exploited
Haryana,Hisar,Block-3,2020,115,242,210.43,Over-Exploited
Haryana,Hisar,Block-1,2021,242,83,34.3,Safe
Haryana,Hisar,Block-2,2021,163,242,148.47,Over-Exploited
Haryana,Hisar,Block-3,2021,120,107,89.17,Semi-Critical
Haryana,Hisar,Block-1,2022,137,97,70.8,Semi-Critical
Haryana,Hisar,Block-2,2022,229,232,101.31,Over-Exploited
Haryana,Hisar,Block-3,2022,215,114,53.02,Safe
Haryana,Panipat,Block-1,2000,248,103,41.53,Safe
Haryana,Panipat,Block-2,2000,213,109,51.17,Safe
Haryana,Panipat,Block-3,2000,231,152,65.8,Safe
Haryana,Panipat,Block-1,2001,201,213,105.97,Over-Exploited
Haryana,Panipat,Block-2,2001,210,160,76.19,Semi-Critical
Haryana,Panipat,Block-3,2001,191,219,114.66,Over-Exploited
Haryana,Panipat,Block-1,2002,247,168,68.02,Safe
Haryana,Panipat,Block-2,2002,120,246,205.0,Over-Exploited
Haryana,Panipat,Block-3,2002,198,205,103.54,Over-Exploited
Haryana,Panipat,Block-1,2003,157,208,132.48,Over-Exploited
Haryana,Panipat,Block-2,2003,174,206,118.39,Over-Exploited
Haryana,Panipat,Block-3,2003,168,231,137.5,Over-Exploited
Haryana,Panipat,Block-1,2004,179,85,47.49,Safe
Haryana,Panipat,Block-2,2004,139,129,92.81,Critical
Haryana,Panipat,Block-3,2004,176,235,133.52,Over-Exploited
Haryana,Panipat,Block-1,2005,207,140,67.63,Safe
Haryana,Panipat,Block-2,2005,106,205,193.4,Over-Exploited
Haryana,Panipat,Block-3,2005,194,175,90.21,Critical
Haryana,Panipat,Block-1,2006,199,153,76.88,Semi-Critical
Haryana,Panipat,Block-2,2006,123,166,134.96,Over-Exploited
Haryana,Panipat,Block-3,2006,192,187,97.4,Critical
Haryana,Panipat,Block-1,2007,143,215,150.35,Over-Exploited
Haryana,Panipat,Block-2,2007,153,263,171.9,Over-Exploited
Haryana,Panipat,Block-3,2007,137,269,196.35,Over-Exploited
Haryana,Panipat,Block-1,2008,190,103,54.21,Safe
Haryana,Panipat,Block-2,2008,208,249,119.71,Over-Exploited
Haryana,Panipat,Block-3,2008,216,143,66.2,Safe
Haryana,Panipat,Block-1,2009,170,88,51.76,Safe
Haryana,Panipat,Block-2,2009,108,108,100.0,Critical
Haryana,Panipat,Block-3,2009,224,260,116.07,Over-Exploited
Haryana,Panipat,Block-1,2010,225,119,52.89,Safe
Haryana,Panipat,Block-2,2010,184,263,142.93,Over-Exploited
Haryana,Panipat,Block-3,2010,154,171,111.04,Over-Exploited
Haryana,Panipat,Block-1,2011,128,186,145.31,Over-Exploited
Haryana,Panipat,Block-2,2011,174,178,102.3,Over-Exploited
Haryana,Panipat,Block-3,2011,156,161,103.21,Over-Exploited
Haryana,Panipat,Block-1,2012,189,84,44.44,Safe
Haryana,Panipat,Block-2,2012,208,133,63.94,Safe
Haryana,Panipat,Block-3,2012,165,196,118.79,Over-Exploited
Haryana,Panipat,Block-1,2013,185,108,58.38,Safe
Haryana,Panipat,Block-2,2013,164,214,130.49,Over-Exploited
Haryana,Panipat,Block-3,2013,225,85,37.78,Safe
Haryana,Panipat,Block-1,2014,143,257,179.72,Over-Exploited
Haryana,Panipat,Block-2,2014,149,229,153.69,Over-Exploited
Haryana,Panipat,Block-3,2014,181,141,77.9,Semi-Critical
Haryana,Panipat,Block-1,2015,232,157,67.67,Safe
Haryana,Panipat,Block-2,2015,134,89,66.42,Safe
Haryana,Panipat,Block-3,2015,229,213,93.01,Critical
Haryana,Panipat,Block-1,2016,129,179,138.76,Over-Exploited
Haryana,Panipat,Block-2,2016,195,157,80.51,Semi-Critical
Haryana,Panipat,Block-3,2016,179,259,144.69,Over-Exploited
Haryana,Panipat,Block-1,2017,217,119,54.84,Safe
Haryana,Panipat,Block-2,2017,239,83,34.73,Safe
Haryana,Panipat,Block-3,2017,136,245,180.15,Over-Exploited
Haryana,Panipat,Block-1,2018,243,161,66.26,Safe
Haryana,Panipat,Block-2,2018,235,196,83.4,Semi-Critical
Haryana,Panipat,Block-3,2018,235,127,54.04,Safe
Haryana,Panipat,Block-1,2019,209,120,57.42,Safe
Haryana,Panipat,Block-2,2019,151,209,138.41,Over-Exploited
Haryana,Panipat,Block-3,2019,130,163,125.38,Over-Exploited
Haryana,Panipat,Block-1,2020,181,211,116.57,Over-Exploited
Haryana,Panipat,Block-2,2020,106,249,234.91,Over-Exploited
Haryana,Panipat,Block-3,2020,156,185,118.59,Over-Exploited
Haryana,Panipat,Block-1,2021,163,133,81.6,Semi-Critical
Haryana,Panipat,Block-2,2021,209,115,55.02,Safe
Haryana,Panipat,Block-3,2021,148,190,128.38,Over-Exploited
Haryana,Panipat,Block-1,2022,129,88,68.22,Safe
Haryana,Panipat,Block-2,2022,184,156,84.78,Semi-Critical
Haryana,Panipat,Block-3,2022,126,138,109.52,Over-Exploited
Himachal Pradesh,Shimla,Block-1,2000,150,194,129.33,Over-Exploited
Himachal Pradesh,Shimla,Block-2,2000,232,90,38.79,Safe
Himachal Pradesh,Shimla,Block-3,2000,117,182,155.56,Over-Exploited
Himachal Pradesh,Shimla,Block-1,2001,129,84,65.12,Safe
Himachal Pradesh,Shimla,Block-2,2001,125,191,152.8,Over-Exploited
Himachal Pradesh,Shimla,Block-3,2001,226,109,48.23,Safe
Himachal Pradesh,Shimla,Block-1,2002,226,192,84.96,Semi-Critical
Himachal Pradesh,Shimla,Block-2,2002,190,128,67.37,Safe
Himachal Pradesh,Shimla,Block-3,2002,171,185,108.19,Over-Exploited
Himachal Pradesh,Shimla,Block-1,2003,163,162,99.39,Critical
Himachal Pradesh,Shimla,Block-2,2003,195,163,83.59,Semi-Critical
Himachal Pradesh,Shimla,Block-3,2003,118,140,118.64,Over-Exploited
Himachal Pradesh,Shimla,Block-1,2004,117,119,101.71,Over-Exploited
Himachal Pradesh,Shimla,Block-2,2004,205,267,130.24,Over-Exploited
Himachal Pradesh,Shimla,Block-3,2004,112,208,185.71,Over-Exploited
Himachal Pradesh,Shimla,Block-1,2005,170,86,50.59,Safe
Himachal Pradesh,Shimla,Block-2,2005,158,104,65.82,Safe
Himachal Pradesh,Shimla,Block-3,2005,119,255,214.29,Over-Exploited
Himachal Pradesh,Shimla,Block-1,2006,227,233,102.64,Over-Exploited
Himachal Pradesh,Shimla,Block-2,2006,116,123,106.03,Over-Exploited
Himachal Pradesh,Shimla,Block-3,2006,205,178,86.83,Semi-Critical
Himachal Pradesh,Shimla,Block-1,2007,151,129,85.43,Semi-Critical
Himachal Pradesh,Shimla,Block-2,2007,148,270,182.43,Over-Exploited
Himachal Pradesh,Shimla,Block-3,2007,123,222,180.49,Over-Exploited
Himachal Pradesh,Shimla,Block-1,2008,128,151,117.97,Over-Exploited
Himachal Pradesh,Shimla,Block-2,2008,166,93,56.02,Safe
Himachal Pradesh,Shimla,Block-3,2008,214,223,104.21,Over-Exploited
Himachal Pradesh,Shimla,Block-1,2009,229,144,62.88,Safe
Himachal Pradesh,Shimla,Block-2,2009,197,153,77.66,Semi-Critical
Himachal Pradesh,Shimla,Block-3,2009,178,168,94.38,Critical
Himachal Pradesh,Shimla,Block-1,2010,165,235,142.42,Over-Exploited
Himachal Pradesh,Shimla,Block-2,2010,249,160,64.26,Safe
Himachal Pradesh,Shimla,Block-3,2010,237,219,92.41,Critical
Himachal Pradesh,Shimla,Block-1,2011,130,86,66.15,Safe
Himachal Pradesh,Shimla,Block-2,2011,247,105,42.51,Safe
Himachal Pradesh,Shimla,Block-3,2011,169,109,64.5,Safe
Himachal Pradesh,Shimla,Block-1,2012,162,251,154.94,Over-Exploited
Himachal Pradesh,Shimla,Block-2,2012,215,125,58.14,Safe
Himachal Pradesh,Shimla,Block-3,2012,168,176,104.76,Over-Exploited
Himachal Pradesh,Shimla,Block-1,2013,228,218,95.61,Critical
Himachal Pradesh,Shimla,Block-2,2013,195,123,63.08,Safe
Himachal Pradesh,Shimla,Block-3,2013,233,201,86.27,Semi-Critical
Himachal Pradesh,Shimla,Block-1,2014,214,269,125.7,Over-Exploited
Himachal Pradesh,Shimla,Block-2,2014,103,145,140.78,Over-Exploited
Himachal Pradesh,Shimla,Block-3,2014,210,87,41.43,Safe
Himachal Pradesh,Shimla,Block-1,2015,237,199,83.97,Semi-Critical
Himachal Pradesh,Shimla,Block-2,2015,108,244,225.93,Over-Exploited
Himachal Pradesh,Shimla,Block-3,2015,196,188,95.92,Critical
Himachal Pradesh,Shimla,Block-1,2016,117,188,160.68,Over-Exploited
Himachal Pradesh,Shimla,Block-2,2016,161,197,122.36,Over-Exploited
Himachal Pradesh,Shimla,Block-3,2016,151,193,127.81,Over-Exploited
Himachal Pradesh,Shimla,Block-1,2017,229,237,103.49,Over-Exploited
Himachal Pradesh,Shimla,Block-2,2017,200,241,120.5,Over-Exploited
